#,Menu_Item,SKU,Location,Category,Ingredients,Description,Price,Image,Order Online
11,P16L.(PHO) Chicken,P16L,Hamilton,BEEF BROTH,"signature broth, natural ingredients, rice noodles, chicken slices, herbs, spices, sauces.","Treat your senses to the deliciousness of Toronto Pho's Chicken pho! Our signature broth is made with the finest natural ingredients, served with a bed of freshly cooked rice noodles, and topped with tender chicken slices. Enjoy the flavors even more as it is accompanied by herbs, spices and sauces that make this dish a real delight. Slurp up this classic bowl of pho and savor the amazing taste! 
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please select ""Add on Cutlery Set"", it won't be given with the note).",$17.75 ,https://stream.quickposhub.com/a4d4fb766fb3477d8270f96c5f0b7f70.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
12,E05L.(EggNoodle) StewBeef,E05L,Hamilton,BEEF BROTH," beef, egg noodles, carrots, tendon, star anise, lemongrass.","Our Mì Bò Kho is a fragrant beef stew teeming with chunks of melt-in-your-mouth meat, carrots and tendon. Slow cooked for hours, this flavorsome combination has been infused with exotic spices - star anise & lemongrass – providing the ultimate comfort food experience! Served on top of egg noodles. /div>
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please sel""Add on Cutlery Set"", it won't be given with the note).
",$17.75 ,https://stream.quickposhub.com/2fc29b55e21f48ee9d3cc69e6427465f.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
13,P01L. (PHO) Special,P01L,Hamilton,BEEF BROTH,Tender rice noodles/Rare beef/Well-Done beef/Tripe/Beef balls/Tendon/Broth.,"Our Phở comes with a generous portion of tender rice noodles topped with slices of Rare beef, Well-Done beef, Tripe, Beef balls and Tendon. Rich in aroma, our broth is perfect for when you're looking for something comforting and satisfying.
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please selec""Add on Cutlery Set"", it won't be given with the note).",$17.75 ,https://stream.quickposhub.com/332e624cd3554302af63006714a70f32.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
14,H06L.(RiceNoodle) StewBeef,H06L,Hamilton,BEEF BROTH,"Beef, rice noodles, carrots, tendon, star anise, lemongrass.","Our Hủ Tíu Bò Kho is a fragrant beef stew teeming with chunks of melt-in-your-mouth meat, carrots and tendon. Slow cooked for hours, this flavorsome combination has been infused with exotic spices - star anise & lemongrass – providing the ultimate comfort food experience! Served on top of rice noodles. 
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please s""Add on Cutlery Set"", it won't be given with the note) .
",$17.75 ,https://stream.quickposhub.com/25cc85313db84681ae0d73c25a00d53e.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
15,P04L.(PHO)Rare+Tendon,P04L,Hamilton,BEEF BROTH,rare beef / tendons / signature broth / fresh rice noodles,"Indulge in the savory goodness of Toronto Pho's Rare Beef and Tendon pho. Each bowl comes with tender slices of rare beef and chewy tendons. Our signature broth is cooked to perfection and served over a bed of fresh rice noodles, providing an unforgettable flavor experience. Every spoonful is packed with flavor, making it the perfect comfort food for any time of the day. 
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please select ""Add on Cutlery Set"", it won't be given with the note).",$17.75 ,https://stream.quickposhub.com/9135adb2af624b9587002f291aab996d.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
16,P09L.(PHO)WellDone+Tripe,P09L,Hamilton,BEEF BROTH,signature broth/beef/tripe/fresh rice noodles/cutlery set (if selected),"Indulge your senses with Toronto Pho's classic Beef and Tripe Pho, simmered in our signature broth full of flavor. Enjoy a generous portion of fresh rice noodles topped with slices of perfectly cooked, well-done beef and tripe. With traditional, top-notch ingredients and an alluring aroma, our Beef and Tripe Pho is sure to satisfy you. Come and savor the taste of authentic Vietnamese cuisine!
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please select ""Add on Cutlery Set"", it won't be given with the note).",$17.75 ,https://stream.quickposhub.com/4974836008e5420da25f3175d3c71385.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
17,P02L.(PHO) Rare Beef,P02L,Hamilton,BEEF BROTH,"Beef, rice noodles, secret blend of spices, broth.","Sink your chopsticks into the depths of our Rare Beef Pho and discover an explosion of flavors in each fragrant spoonful. Our authentic, slow-cooked broth is made with a secret blend of spices, creating a delightful balance between sweet and savory that will tantalize your taste buds. Served on a bed of freshly cooked rice noodles, this is a dish that you won't be able to resist! Experience the tantalizing taste of our Rare Beef Pho and savor every single bite.
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please select ""Add on Cutlery Set"", it won't be given with the note).",$17.75 ,https://stream.quickposhub.com/b828558cbb4d488f8e00eafa79a398f6.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
18,P20L.(PHO) VEGE Beef Soup,P20L,Hamilton,BEEF BROTH,Beef broth / Rice noodles / Bok choy / Broccoli / Green peppers / Red peppers / Carrots / Bean sprouts / Fresh herbs.,"Soothe your soul with Toronto Pho's delicious Vegetable Pho! Our beef broth is simmered to perfection and generously filled with fresh vegetables like Bok Choy, broccoli, green and red peppers, and carrots all on a bed of rice noodles. To top it off, we generously provide a side of bean sprouts and fresh herbs. Enjoy all the flavors in one bowl!  
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please select ""Add on Cutlery Set"", it won 't be given with the note).",$17.25 ,https://stream.quickposhub.com/08938cbee4bb4649bfd7187f4e86e772.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
19,P07L.(PHO) Well-Done,P07L,Hamilton,BEEF BROTH,flavorful broth / fresh rice noodles / slices of well done beef,"Try Toronto Pho's signature Well Done beef pho and let your taste buds be tantalized. Our flavorful broth is paired with a bed of fresh rice noodles and slices of tender, slow-cooked well done beef to leave you feeling satisfied. Come and experience the truly authentic taste of Vietnamese cuisine with us.
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please select ""Add on Cutlery Set"", it won't be given with the note).",$17.75 ,https://stream.quickposhub.com/5d69b6db803e47ec949111db2362b94d.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
20,P03L.(PHO)Rare+WellDone,P03L,Hamilton,BEEF BROTH,Rare beef/ Well-done beef/ Signature broth/ Savory spices/ Aromas/ Fresh rice noodles,"If you're looking for an unforgettable Vietnamese experience, try Toronto Pho's Rare Beef and Well Done Beef! Our signature broth is the perfect combination of savory spices with aromas that will tantalize your taste buds. Enjoy tender cuts of Rare and well done on beef a bed of fresh rice noodles for a bowl of Pho you won't forget. Dig in and enjoy the rich and flavorful experience Toronto Pho has to offer! 
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please select ""Add on Cutlery Set"", it won't be given with the note).",$17.75 ,https://stream.quickposhub.com/b3b56541a27d467d900653e2dd88614e.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
21,P06L.(PHO)Rare+Ball,P06L,Hamilton,BEEF BROTH,signature broth/rare beef/beef balls/fresh rice noodles.,"Indulge your senses and take your taste buds on a journey with Toronto Pho's Rare Beef and Beef Ball pho. Our signature broth is simmered for hours to bring out the optimal flavor, and the fresh rice noodles provide the perfect base for this traditional Vietnamese dish. Each bowl is topped with a generous portion of rare beef and beef balls. 
 .
 **Extra Sauce won't be given with the note.
 (If you require cutlery set, please select ""Add on Cutlery Set"", it won't be given with the note).",$17.75 ,https://stream.quickposhub.com/439cf473b18f47a9815e87daa8a529a8.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
22,P10L.(PHO) WellDone+Ball,P10L,Hamilton,BEEF BROTH,"/ signature broth, fresh rice noodles, well-done beef, beef balls.","Treat yourself to Toronto Pho's Well Done Beef and Beef Ball pho! Our signature broth is full of flavor and goes perfectly with a bed of fresh rice noodles. Each bowl is topped with slices of succulent, well-done beef and juicy beef balls that make this dish truly mouthwatering. Enjoy a delicious bowl of pho today. 
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please select ""Add on Cutlery Set"", it won't be given with the note).",$17.75 ,https://stream.quickposhub.com/de18ebb0d05b4377af1428e2f7dabf0a.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
23,P08L.(PHO)WellDone+Tendon,P08L,Hamilton,BEEF BROTH,signature broth/beef/tendon/rice noodles/slices of well-done beef.,"Experience the delicious and comforting flavor of Toronto Pho's Well Done Beef and Tendon pho. Our signature broth will tantalize your tastebuds while the fresh rice noodles provide a perfect base. Top it off with slices of well-done beef and tendon for an unforgettable flavor sensation ! Enjoy a bowl of this comforting and delicious dish today. 
 
**Extra Sauce won't be given with the note.
 (If you require cutlery set, please select ""Add on Cutlery Set"", it won't be given with the note ).",$17.75 ,https://stream.quickposhub.com/510d8ca099d548b484f4f6e8527bde9f.png,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
24,2303.Sprite,2303,Hamilton,BEVERAGE/COFFEE,"Sprite, ice, lemon wedge /",,$2.50 ,https://stream.quickposhub.com/a27bd207f2c941538152dde6f8c0dea4.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
25,380.Coco Coffee,380,Hamilton,BEVERAGE/COFFEE,"coffee, coconut milk, cocoa powder, sugar.",,$6.50 ,https://stream.quickposhub.com/d101470edb864386b2b94b559c6b35d9.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
26,2302.Coke,2302,Hamilton,BEVERAGE/COFFEE,carbonated water / high fructose corn syrup / caramel color / phosphoric acid / natural flavors / caffeine / sodium citrate,,$2.50 ,https://stream.quickposhub.com/8325c2ec0b86476d8191ffd3fec8e7c3.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
27,2301.BottleWater,2301,Hamilton,BEVERAGE/COFFEE,purified water.,,$2.75 ,https://stream.quickposhub.com/a0678cc812424e108bff2789f2bbec30.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
28,233.Thai Coffee,233,Hamilton,BEVERAGE/COFFEE,Thai coffee beans/ condensed milk/ sugar/ ice cubes.,,$6.50 ,https://stream.quickposhub.com/60ca4da332204b3bbf960e70f7735c4c.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
29,209.LemonJuice,209,Hamilton,BEVERAGE/COFFEE,"lemon juice, water, sugar.",,$6.50 ,https://stream.quickposhub.com/31c1b103b4524c779012735dadf15820.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
30,2306. Diet Coke,2306,Hamilton,BEVERAGE/COFFEE,carbonated water / caramel color / aspartame / phosphoric acid / potassium benzoate / natural flavors / citric acid / caffeine.,,$2.50 ,https://stream.quickposhub.com/d87f44c036b64701b643853df1b2a87c.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
31,203.Iced Coffee,203,Hamilton,BEVERAGE/COFFEE,"coffee, ice, milk, sugar /",,$6.50 ,https://stream.quickposhub.com/cdb7fa2eadf74f03b431fcb36b047051.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
32,390.WhiteCoffee,390,Hamilton,BEVERAGE/COFFEE,coffee beans/ sugar/ creamer/ maltodextrin/ flavorings,,$6.50 ,https://stream.quickposhub.com/58b8f0a8f8e64a29b625767714c247aa.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
33,"VVV,VaVaViet",VVV,Hamilton,BEVERAGE/COFFEE,"beef, lemongrass, garlic, ginger, fish sauce, soy sauce, rice noodles, bean sprouts, cilantro, lime /",,$6.50 ,https://stream.quickposhub.com/eb909b4eb24240d98b95bfa855b4c319.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
34,232.P-FruitJuice,232,Hamilton,BEVERAGE/COFFEE,"/ fruit blend (orange, apple, pineapple, mango) / sugar / water / citric acid / preservatives / natural flavors / vitamins",,$6.50 ,https://stream.quickposhub.com/e8cc9ce413544250819832006438db24.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
35,2305.Nestea,2305,Hamilton,BEVERAGE/COFFEE,"black tea, natural flavors, citric acid, sodium saccharin, ascorbic acid, caramel color, sodium benzoate, potassium sorbate, acesulfame potassium.",,$2.50 ,https://stream.quickposhub.com/1a22023010a847dfa7577931b99cca38.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
36,208.CocoJuice,208,Hamilton,BEVERAGE/COFFEE,coconut water / ice cubes,,$6.50 ,https://stream.quickposhub.com/05575899ab134288a09472d1df067a8d.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
37,602.G/TeaFOAM,602,Hamilton,BUBBLE TEA,602.G tea blend / foam milk,,$6.50 ,https://stream.quickposhub.com/7c047b92731f45828a71aaf1ddf8df6b.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
38,310.Pineapple,310,Hamilton,BUBBLE TEA,"pineapple juice, coconut milk, rum, lime juice, simple syrup, and ice.",,$6.50 ,https://stream.quickposhub.com/42082b79158c4492b4fd7cd185fd085a.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
39,306.Coconut,306,Hamilton,BUBBLE TEA,coconut milk / coconut cream / sugar / water / salt.,,$6.50 ,https://stream.quickposhub.com/d7d16249ec6b442abc5ba500a43ec254.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
40,317.Matcha,317,Hamilton,BUBBLE TEA,matcha powder / hot water / milk / sweetener.,,$6.50 ,https://stream.quickposhub.com/24ce69192e2b41d08cc1094296e850b2.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
41,703.Mango Yogurt(L),703,Hamilton,BUBBLE TEA,mango puree/ yogurt/ sugar/ lemon juice/ gelatin/ water.,,$8.50 ,https://stream.quickposhub.com/d04035410b6e4d7a9994370b1b7ec9c9.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
42,702.Strawberry Yogurt(L),702,Hamilton,BUBBLE TEA,strawberries/ yogurt/ sugar/ natural flavors/ milk solids/ pectin,,$8.50 ,https://stream.quickposhub.com/876a8adbe0d046dba12e627960fa2903.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
43,603.WintermelonFOAM,603,Hamilton,BUBBLE TEA,"wintermelon, sugar, water, gelatin, and foam stabilizer.",,$6.50 ,https://stream.quickposhub.com/be33749a33214484873c3960f5b2bf86.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
44,504.StrawberryLover(L),504,Hamilton,BUBBLE TEA, strawberries/cream/ice cream/sugar/milk/vanilla extract.,,$8.50 ,https://stream.quickposhub.com/1998a16acd3f4da8be2aee867e4c344a.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
45,501.Mango G/Tea(L),501,Hamilton,BUBBLE TEA,mango puree/sugar/water/ice/black tea bag.,,$8.50 ,https://stream.quickposhub.com/bd170e37de9b44e2b9b9a52971de0064.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
46,502.P-Fruit Tea (L),502,Hamilton,BUBBLE TEA,fruit tea blend / filtered water / ice / optional sweetener,,$8.50 ,https://stream.quickposhub.com/2f9a2930ecdb46bb8e29f476b44e5940.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
47,302.HoneyDew,302,Hamilton,BUBBLE TEA,carbonated water / high fructose corn syrup / caramel color / phosphoric acid / natural flavors / caffeine / sodium citrate,,$6.50 ,https://stream.quickposhub.com/3eb0a78c8dc24d27a600d4dfe87d769e.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
48,705.Explosion(L),705,Hamilton,BUBBLE TEA,ground beef / jalapenos / onion / pepper jack cheese / chipotle mayo / lettuce / tomato / sesame seed bun,,$8.50 ,https://stream.quickposhub.com/b07c38db0e254663a0979027e8c93202.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
49,307.Watermelon,307,Hamilton,BUBBLE TEA," watermelon, mint, feta cheese, red onion, olive oil, balsamic vinegar /",,$6.50 ,https://stream.quickposhub.com/fbc315a9727e4e8f8d91528f101ed271.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
50,505.Wintermelon (L),505,Hamilton,BUBBLE TEA,"wintermelon, sugar, water.",,$8.50 ,https://stream.quickposhub.com/ae2bd6b65b394fb599e7ded9446783a2.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
51,301.Taro,301,Hamilton,BUBBLE TEA,"Taro, sugar, coconut milk, tapioca pearls, water/",,$6.50 ,https://stream.quickposhub.com/fcd7268d96184427981b7becb0e3c827.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
52,308.Oolong with Tapioca,308,Hamilton,BUBBLE TEA,"Oolong tea, tapioca pearls, milk, sugar, water.",,$6.50 ,https://stream.quickposhub.com/421a90735e86476abeb84e37baed0df7.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
53,506.GrapefruitTea(L),506,Hamilton,BUBBLE TEA,"grapefruit, tea leaves.",,$8.50 ,https://stream.quickposhub.com/953c24d41de344a4b1323473f8d9a3d8.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
54,606.B/SugarFOAM,606,Hamilton,BUBBLE TEA,"Sugar, Foam",,$6.50 ,https://stream.quickposhub.com/951838a0bf0a4a9596867c17b335cb78.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
55,312.Pearl Milk with Tapioca,312,Hamilton,BUBBLE TEA,milk / tapioca / sugar / pearls,,$6.50 ,https://stream.quickposhub.com/ad45f32859724c75b63d6aa6d553be93.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
56,604.MangoFOAM,604,Hamilton,BUBBLE TEA,mango puree/ gelatin/ sugar/ water/ whipped cream,,$6.50 ,https://stream.quickposhub.com/317d898003b8427ba76cbdbb573fdf1d.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
57,701.Sunrise(L),701,Hamilton,BUBBLE TEA,rum / lemon juice / grenadine / soda water / orange twist.,,$8.50 ,https://stream.quickposhub.com/3bffea137cfa4251a3155912a93c8586.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
58,311.B/Sugar with Tapioca,311,Hamilton,BUBBLE TEA,sugar / tapioca,,$6.50 ,https://stream.quickposhub.com/596b33fbf76f4ddf8a494fecb3d3032a.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
59,304.Strawberry,304,Hamilton,BUBBLE TEA,strawberries / ice / milk / sugar / vanilla extract,,$6.50 ,https://stream.quickposhub.com/322e3dc9e8594267a61dc552089440f9.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
60,507.LemonQueen(L),507,Hamilton,BUBBLE TEA,lemon juice / simple syrup / club soda / lemon slices / mint leaves / crushed ice,,$8.50 ,https://stream.quickposhub.com/97236ba1eb9d43f9893b82dbe90b7385.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
61,503.PeachTea(L),503,Hamilton,BUBBLE TEA,"black tea, peach flavoring, water, and sugar./",,$8.50 ,https://stream.quickposhub.com/7abedcc571a14ad886ce6c9947829e9f.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
62,305.PassionFruit,305,Hamilton,BUBBLE TEA,"passion fruit juice, vodka, simple syrup, and fresh lime juice.",,$6.50 ,https://stream.quickposhub.com/112bd38beb784d22938d708cbcd0aaed.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
63,315.Thai Tea,315,Hamilton,BUBBLE TEA,Thai tea leaves/ water/ sugar/ milk or cream/ ice cubes.,,$6.50 ,https://stream.quickposhub.com/93fc7ba89a5b4ae1b1812da74ddb906b.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
64,605.OolongFOAM,605,Hamilton,BUBBLE TEA,"Oolong tea, foam (ingredients may vary but commonly include milk or alternative milk, sugar or sweetener, stabilizers).",,$6.50 ,https://stream.quickposhub.com/6c79409b9d3143029023905469531b89.jpg,https://cloud.quickposhub.com/onlineorder/#/pages/order/index?hotelid=102503&fc=up
